pff_variable,base_variable,census_variable,domain,rounding,source,variable_name,census_variable_2018,table_2018,census_variable_2019,table_2019
e17pt5t20,mdewrk,B20005_060,economic,0,,"!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$17,500 to $19,999",B20005_060,B20005,,
ff17p5t20,mdefftwrk,B20005_060,economic,0,,"!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings!!$17,500 to $19,999",B20005_060,B20005,,
mnhhinc,mean,DP03_0063,economic,0,profile,!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!Mean household income (dollars),DP03_0063,DP03,,
mnhhinc,mean,DP03_0063,economic,0,profile, !!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!Mean household income (dollars),DP03_0063,DP03,,
ernu2pt5k,mdewrk,B20005_076,economic,0,,"!!Total!!Female!!Other!!With earnings!!$1 to $2,499 or loss",B20005_076,B20005,,
ernu2pt5k,mdewrk,B20005_029,economic,0,,"!!Total!!Male!!Other!!With earnings!!$1 to $2,499 or loss",B20005_029,B20005,,
fami15t24,fam2,DP03_0078,economic,0,profile,"!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Families!!$15,000 to $24,999",DP03_0078,DP03,,
fami15t24,fam2,DP03_0078,economic,0,profile," !!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Families!!$15,000 to $24,999",DP03_0078,DP03,,
uemnhins,uem,DP03_0113,economic,0,profile,!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!No health insurance coverage,DP03_0113,DP03,,
uemnhins,uem,DP03_0113,economic,0,profile, !!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!No health insurance coverage,DP03_0113,DP03,,
mdfamiu10,mdfaminc,B19101_002,economic,0,,"!!Total!!Less than $10,000",B19101_002,B19101,,
nf150t199,mdnfinc,B19201_016,economic,0,,"!!Total!!$150,000 to $199,999",B19201_016,B19201,,
fwrkern,mdefftwrk,B20005_052,economic,0,,"!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings",B20005_052,B20005,,
wrke16pl,mdewrk,B20005_052,economic,0,,"!!Total!!Female!!Worked full-time, year-round in the past 12 months!!With earnings",B20005_052,B20005,,
inc_spsec,hh2,DP03_0070,economic,0,profile,!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!With Supplemental Security Income,DP03_0070,DP03,,
inc_spsec,hh2,DP03_0070,economic,0,profile, !!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!With Supplemental Security Income,DP03_0070,DP03,,
pv100t124,poppvu2,B17024_071,economic,0,,!!Total!!35 to 44 years!!1.00 to 1.24,B17024_071,B17024,,
pv100t124,poppvu2,B17024_123,economic,0,,!!Total!!75 years and over!!1.00 to 1.24,B17024_123,B17024,,
pv100t124,poppvu2,B17024_045,economic,0,,!!Total!!18 to 24 years!!1.00 to 1.24,B17024_045,B17024,,
pv100t124,poppvu2,B17024_110,economic,0,,!!Total!!65 to 74 years!!1.00 to 1.24,B17024_110,B17024,,
pv100t124,poppvu2,B17024_032,economic,0,,!!Total!!12 to 17 years!!1.00 to 1.24,B17024_032,B17024,,
pv100t124,poppvu2,B17024_084,economic,0,,!!Total!!45 to 54 years!!1.00 to 1.24,B17024_084,B17024,,
pv100t124,poppvu2,B17024_097,economic,0,,!!Total!!55 to 64 years!!1.00 to 1.24,B17024_097,B17024,,
pv100t124,poppvu2,B17024_019,economic,0,,!!Total!!6 to 11 years!!1.00 to 1.24,B17024_019,B17024,,
pv100t124,poppvu2,B17024_006,economic,0,,!!Total!!Under 6 years!!1.00 to 1.24,B17024_006,B17024,,
pv100t124,poppvu2,B17024_058,economic,0,,!!Total!!25 to 34 years!!1.00 to 1.24,B17024_058,B17024,,
mdhhi20t24,mdhhinc,B19001_005,economic,0,,"!!Total!!$20,000 to $24,999",B19001_005,B19001,,
agttm,mntrvtm,B08013_001,economic,0,,!!Aggregate travel time to work (in minutes),B08013_001,B08013,,
ochu6,ochu6,DP03_0014,economic,0,profile, !!EMPLOYMENT STATUS!!Own children of the householder under 6 years,DP03_0014,DP03,,
ern40t45,mdewrk,B20005_042,economic,0,,"!!Total!!Male!!Other!!With earnings!!$40,000 to $44,999",B20005_042,B20005,,
ern40t45,mdewrk,B20005_089,economic,0,,"!!Total!!Female!!Other!!With earnings!!$40,000 to $44,999",B20005_089,B20005,,
pv400t499,poppvu2,B17024_078,economic,0,,!!Total!!35 to 44 years!!4.00 to 4.99,B17024_078,B17024,,
pv400t499,poppvu2,B17024_117,economic,0,,!!Total!!65 to 74 years!!4.00 to 4.99,B17024_117,B17024,,
pv400t499,poppvu2,B17024_130,economic,0,,!!Total!!75 years and over!!4.00 to 4.99,B17024_130,B17024,,
pv400t499,poppvu2,B17024_026,economic,0,,!!Total!!6 to 11 years!!4.00 to 4.99,B17024_026,B17024,,
pv400t499,poppvu2,B17024_091,economic,0,,!!Total!!45 to 54 years!!4.00 to 4.99,B17024_091,B17024,,
pv400t499,poppvu2,B17024_052,economic,0,,!!Total!!18 to 24 years!!4.00 to 4.99,B17024_052,B17024,,
pv400t499,poppvu2,B17024_013,economic,0,,!!Total!!Under 6 years!!4.00 to 4.99,B17024_013,B17024,,
pv400t499,poppvu2,B17024_065,economic,0,,!!Total!!25 to 34 years!!4.00 to 4.99,B17024_065,B17024,,
pv400t499,poppvu2,B17024_104,economic,0,,!!Total!!55 to 64 years!!4.00 to 4.99,B17024_104,B17024,,
pv400t499,poppvu2,B17024_039,economic,0,,!!Total!!12 to 17 years!!4.00 to 4.99,B17024_039,B17024,,
prvwswrkr,cvem16pl4,DP03_0047,economic,0,profile, !!CLASS OF WORKER!!Civilian employed population 16 years and over!!Private wage and salary workers,DP03_0047,DP03,,
fi150t199,fam2,DP03_0084,economic,0,profile,"!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Families!!$150,000 to $199,999",DP03_0084,DP03,,
fi150t199,fam2,DP03_0084,economic,0,profile," !!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Families!!$150,000 to $199,999",DP03_0084,DP03,,
cvem16pl4,cvem16pl4,DP03_0046,economic,0,profile, !!CLASS OF WORKER!!Civilian employed population 16 years and over,DP03_0046,DP03,,
cw_crpld,wrkr16pl,DP03_0020,economic,0,profile," !!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- carpooled",DP03_0020,DP03,,
mft55t65,mdemftwrk,B20005_022,economic,0,,"!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$55,000 to $64,999",B20005_022,B20005,,
ern55t65,mdewrk,B20005_022,economic,0,,"!!Total!!Male!!Worked full-time, year-round in the past 12 months!!With earnings!!$55,000 to $64,999",B20005_022,B20005,,
u18nhins,cvniu18_2,DP03_0101,economic,0,profile,!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population under 19 years!!No health insurance coverage,DP03_0101,DP03,,
u18nhins,cvniu18_2,DP03_0101,economic,0,profile, !!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population under 19 years!!No health insurance coverage,DP03_0101,DP03,,
fami10t14,fam2,DP03_0077,economic,0,profile,"!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Families!!$10,000 to $14,999",DP03_0077,DP03,,
fami10t14,fam2,DP03_0077,economic,0,profile," !!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Families!!$10,000 to $14,999",DP03_0077,DP03,,
nfmiu10,mdnfinc,B19201_002,economic,0,,"!!Total!!Less than $10,000",B19201_002,B19201,,
mdhhi15t19,mdhhinc,B19001_004,economic,0,,"!!Total!!$15,000 to $19,999",B19001_004,B19001,,
fire,cvem16pl3,DP03_0040,economic,0,profile," !!INDUSTRY!!Civilian employed population 16 years and over!!Finance and insurance, and real estate and rental and leasing",DP03_0040,DP03,,
mdhhi60t74,mdhhinc,B19001_012,economic,0,,"!!Total!!$60,000 to $74,999",B19001_012,B19001,,
percapinc,mean,DP03_0088,economic,0,profile,!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Per capita income (dollars),DP03_0088,DP03,,
percapinc,mean,DP03_0088,economic,0,profile, !!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Per capita income (dollars),DP03_0088,DP03,,
uempvhins,uem,DP03_0111,economic,0,profile,!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With private health insurance,DP03_0111,DP03,,
uempvhins,uem,DP03_0111,economic,0,profile, !!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With private health insurance,DP03_0111,DP03,,
mdfami60t74,mdfaminc,B19101_012,economic,0,,"!!Total!!$60,000 to $74,999",B19101_012,B19101,,
fami35t49,fam2,DP03_0080,economic,0,profile,"!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Families!!$35,000 to $49,999",DP03_0080,DP03,,
fami35t49,fam2,DP03_0080,economic,0,profile," !!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Families!!$35,000 to $49,999",DP03_0080,DP03,,
f16plclfe,f16pl,DP03_0013,economic,0,profile, !!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force!!Employed,DP03_0013,DP03,,
mdfami15t19,mdfaminc,B19101_004,economic,0,,"!!Total!!$15,000 to $19,999",B19101_004,B19101,,
constctn,cvem16pl3,DP03_0034,economic,0,profile, !!INDUSTRY!!Civilian employed population 16 years and over!!Construction,DP03_0034,DP03,,
mdfami10t14,mdfaminc,B19101_003,economic,0,,"!!Total!!$10,000 to $14,999",B19101_003,B19101,,
mdfami20t24,mdfaminc,B19101_005,economic,0,,"!!Total!!$20,000 to $24,999",B19101_005,B19101,,
mdhhi200pl,mdhhinc,B19001_017,economic,0,,"!!Total!!$200,000 or more",B19001_017,B19001,,
cvem16pl3,cvem16pl3,DP03_0032,economic,0,profile, !!INDUSTRY!!Civilian employed population 16 years and over,DP03_0032,DP03,,
nfmi15t19,mdnfinc,B19201_004,economic,0,,"!!Total!!$15,000 to $19,999",B19201_004,B19201,,
nrcnstmnt,cvem16pl2,DP03_0030,economic,0,profile," !!OCCUPATION!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations",DP03_0030,DP03,,
cvlfem,cvlfem,DP03_0104,economic,0,profile,!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed,DP03_0104,DP03,,
cvlfem,cvlfem,DP03_0104,economic,0,profile, !!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed,DP03_0104,DP03,,
wrke16pl,mdewrk,B20005_075,economic,0,,!!Total!!Female!!Other!!With earnings,B20005_075,B20005,,
wrke16pl,mdewrk,B20005_028,economic,0,,!!Total!!Male!!Other!!With earnings,B20005_028,B20005,,
artenrafs,cvem16pl3,DP03_0043,economic,0,profile," !!INDUSTRY!!Civilian employed population 16 years and over!!Arts, entertainment, and recreation, and accommodation and food services",DP03_0043,DP03,,
nlfpbhins,nlf2,DP03_0117,economic,0,profile,!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With public coverage,DP03_0117,DP03,,
nlfpbhins,nlf2,DP03_0117,economic,0,profile, !!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With public coverage,DP03_0117,DP03,,
uemhins,uem,DP03_0110,economic,0,profile,!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage,DP03_0110,DP03,,
uemhins,uem,DP03_0110,economic,0,profile, !!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage,DP03_0110,DP03,,
trwhut,cvem16pl3,DP03_0038,economic,0,profile," !!INDUSTRY!!Civilian employed population 16 years and over!!Transportation and warehousing, and utilities",DP03_0038,DP03,,
cni1864_2,nan,DP03_0102,economic,0,profile,!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years,DP03_0102,DP03,,
cni1864_2,nan,DP03_0102,economic,0,profile, !!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years,DP03_0102,DP03,,
mdhhi35t39,mdhhinc,B19001_008,economic,0,,"!!Total!!$35,000 to $39,999",B19001_008,B19001,,
nfmi50t59,mdnfinc,B19201_011,economic,0,,"!!Total!!$50,000 to $59,999",B19201_011,B19201,,
nlfpvhins,nlf2,DP03_0116,economic,0,profile,!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With private health insurance,DP03_0116,DP03,,
nlfpvhins,nlf2,DP03_0116,economic,0,profile, !!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With private health insurance,DP03_0116,DP03,,
hhi200pl,hh2,DP03_0061,economic,0,profile,"!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!$200,000 or more",DP03_0061,DP03,,
hhi200pl,hh2,DP03_0061,economic,0,profile," !!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!$200,000 or more",DP03_0061,DP03,,
hhi75t99,hh2,DP03_0058,economic,0,profile,"!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!$75,000 to $99,999",DP03_0058,DP03,,
hhi75t99,hh2,DP03_0058,economic,0,profile," !!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!$75,000 to $99,999",DP03_0058,DP03,,
cvem16pl2,cvem16pl2,DP03_0026,economic,0,profile, !!OCCUPATION!!Civilian employed population 16 years and over,DP03_0026,DP03,,
pv300t399,poppvu2,B17024_077,economic,0,,!!Total!!35 to 44 years!!3.00 to 3.99,B17024_077,B17024,,
pv300t399,poppvu2,B17024_103,economic,0,,!!Total!!55 to 64 years!!3.00 to 3.99,B17024_103,B17024,,
pv300t399,poppvu2,B17024_025,economic,0,,!!Total!!6 to 11 years!!3.00 to 3.99,B17024_025,B17024,,
pv300t399,poppvu2,B17024_116,economic,0,,!!Total!!65 to 74 years!!3.00 to 3.99,B17024_116,B17024,,
pv300t399,poppvu2,B17024_064,economic,0,,!!Total!!25 to 34 years!!3.00 to 3.99,B17024_064,B17024,,
pv300t399,poppvu2,B17024_012,economic,0,,!!Total!!Under 6 years!!3.00 to 3.99,B17024_012,B17024,,
pv300t399,poppvu2,B17024_090,economic,0,,!!Total!!45 to 54 years!!3.00 to 3.99,B17024_090,B17024,,
pv300t399,poppvu2,B17024_051,economic,0,,!!Total!!18 to 24 years!!3.00 to 3.99,B17024_051,B17024,,
pv300t399,poppvu2,B17024_129,economic,0,,!!Total!!75 years and over!!3.00 to 3.99,B17024_129,B17024,,
pv300t399,poppvu2,B17024_038,economic,0,,!!Total!!12 to 17 years!!3.00 to 3.99,B17024_038,B17024,,
nf125t149,mdnfinc,B19201_015,economic,0,,"!!Total!!$125,000 to $149,999",B19201_015,B19201,,
ochu6plf,ochu6,DP03_0015,economic,0,profile, !!EMPLOYMENT STATUS!!Own children of the householder under 6 years!!All parents in family in labor force,DP03_0015,DP03,,
cvlf18t64,nan,DP03_0103,economic,0,profile,!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force,DP03_0103,DP03,,
cvlf18t64,nan,DP03_0103,economic,0,profile, !!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force,DP03_0103,DP03,,
nfmi75t99,mdnfinc,B19201_013,economic,0,,"!!Total!!$75,000 to $99,999",B19201_013,B19201,,
pv50t74,poppvu2,B17024_108,economic,0,,!!Total!!65 to 74 years!!.50 to .74,B17024_108,B17024,,
pv50t74,poppvu2,B17024_004,economic,0,,!!Total!!Under 6 years!!.50 to .74,B17024_004,B17024,,
pv50t74,poppvu2,B17024_082,economic,0,,!!Total!!45 to 54 years!!.50 to .74,B17024_082,B17024,,
pv50t74,poppvu2,B17024_069,economic,0,,!!Total!!35 to 44 years!!.50 to .74,B17024_069,B17024,,
pv50t74,poppvu2,B17024_017,economic,0,,!!Total!!6 to 11 years!!.50 to .74,B17024_017,B17024,,
pv50t74,poppvu2,B17024_030,economic,0,,!!Total!!12 to 17 years!!.50 to .74,B17024_030,B17024,,
pv50t74,poppvu2,B17024_043,economic,0,,!!Total!!18 to 24 years!!.50 to .74,B17024_043,B17024,,
pv50t74,poppvu2,B17024_121,economic,0,,!!Total!!75 years and over!!.50 to .74,B17024_121,B17024,,
pv50t74,poppvu2,B17024_095,economic,0,,!!Total!!55 to 64 years!!.50 to .74,B17024_095,B17024,,
pv50t74,poppvu2,B17024_056,economic,0,,!!Total!!25 to 34 years!!.50 to .74,B17024_056,B17024,,
mdewrk,median,DP03_0092,economic,0,profile,!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Median earnings for workers (dollars),DP03_0092,DP03,,
mdewrk,median,DP03_0092,economic,0,profile, !!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Median earnings for workers (dollars),DP03_0092,DP03,,
mdfami30t34,mdfaminc,B19101_007,economic,0,,"!!Total!!$30,000 to $34,999",B19101_007,B19101,,
nfmi40t44,mdnfinc,B19201_009,economic,0,,"!!Total!!$40,000 to $44,999",B19201_009,B19201,,
inc_rtrmt,hh2,DP03_0068,economic,0,profile,!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!With retirement income,DP03_0068,DP03,,
inc_rtrmt,hh2,DP03_0068,economic,0,profile, !!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!With retirement income,DP03_0068,DP03,,
e7pt5t10,mdewrk,B20005_079,economic,0,,"!!Total!!Female!!Other!!With earnings!!$7,500 to $9,999",B20005_079,B20005,,
e7pt5t10,mdewrk,B20005_032,economic,0,,"!!Total!!Male!!Other!!With earnings!!$7,500 to $9,999",B20005_032,B20005,,
cvlf1,pop16pl,DP03_0003,economic,0,profile, !!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force,DP03_0003,DP03,,
mdfami35t39,mdfaminc,B19101_008,economic,0,,"!!Total!!$35,000 to $39,999",B19101_008,B19101,,
mdfami45t49,mdfaminc,B19101_010,economic,0,,"!!Total!!$45,000 to $49,999",B19101_010,B19101,,
ern55t65,mdewrk,B20005_092,economic,0,,"!!Total!!Female!!Other!!With earnings!!$55,000 to $64,999",B20005_092,B20005,,
ern55t65,mdewrk,B20005_045,economic,0,,"!!Total!!Male!!Other!!With earnings!!$55,000 to $64,999",B20005_045,B20005,,
pubadmin,cvem16pl3,DP03_0045,economic,0,profile, !!INDUSTRY!!Civilian employed population 16 years and over!!Public administration,DP03_0045,DP03,,
nfmi25t29,mdnfinc,B19201_006,economic,0,,"!!Total!!$25,000 to $29,999",B19201_006,B19201,,
mdfami200pl,mdfaminc,B19101_017,economic,0,,"!!Total!!$200,000 or more",B19101_017,B19101,,
vhcl1av,ochu4,DP04_0059,housing,0,profile, !!VEHICLES AVAILABLE!!Occupied housing units!!1 vehicle available,DP04_0059,DP04,,
ochu4,ochu4,DP04_0057,housing,0,profile, !!VEHICLES AVAILABLE!!Occupied housing units,DP04_0057,DP04,,
hu3,hu3,DP04_0016,housing,0,profile, !!YEAR STRUCTURE BUILT!!Total housing units,DP04_0016,DP04,,
blt50t59,hu3,DP04_0024,housing,0,profile, !!YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959,DP04_0024,DP04,,
ovl40t49,mdvl,B25075_009,housing,0,,"!!Total!!$40,000 to $49,999",B25075_009,B25075,,
r400t449,mdgr,B25063_010,housing,0,,!!Total!!With cash rent!!$400 to $449,B25063_010,B25063,,
popoochu,avghhsooc,B25008_002,housing,0,,!!Total!!Owner occupied,B25008_002,B25008,,
btrvvetc,hu2,DP04_0015,housing,0,profile," !!UNITS IN STRUCTURE!!Total housing units!!Boat, RV, van, etc.",DP04_0015,DP04,,
r600t649,mdgr,B25063_014,housing,0,,!!Total!!With cash rent!!$600 to $649,B25063_014,B25063,,
r800t899,mdgr,B25063_018,housing,0,,!!Total!!With cash rent!!$800 to $899,B25063_018,B25063,,
gr15kt19k,ochuprnt1,DP04_0130,housing,0,profile," !!GROSS RENT!!Occupied units paying rent!!$1,500 to $1,999",DP04_0130,DP04,,
rochu2,avghhsroc,DP04_0047,housing,0,profile, !!HOUSING TENURE!!Occupied housing units!!Renter-occupied,DP04_0047,DP04,,
rntvacu,rntvacrt,DP04_0047,housing,0,profile, !!HOUSING TENURE!!Occupied housing units!!Renter-occupied,DP04_0047,DP04,,
rochu1,ochu2,DP04_0047,housing,0,profile, !!HOUSING TENURE!!Occupied housing units!!Renter-occupied,DP04_0047,DP04,,
r1p5t1999,mdgr,B25063_022,housing,0,,"!!Total!!With cash rent!!$1,500 to $1,999",B25063_022,B25063,,
blt00t09,hu3,DP04_0019,housing,0,profile, !!YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009,DP04_0019,DP04,,
grpiu15,ochuprnt2,DP04_0137,housing,0,profile, !!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Less than 15.0 percent,DP04_0137,DP04,,
ov250t299,mdvl,B25075_020,housing,0,,"!!Total!!$250,000 to $299,999",B25075_020,B25075,,
hu1,hu1,DP04_0001,housing,0,profile, !!HOUSING OCCUPANCY!!Total housing units,DP04_0001,DP04,,
ochu5,ochu5,DP04_0076,housing,0,profile, !!OCCUPANTS PER ROOM!!Occupied housing units,DP04_0076,DP04,,
novhclav,ochu4,DP04_0058,housing,0,profile, !!VEHICLES AVAILABLE!!Occupied housing units!!No vehicles available,DP04_0058,DP04,,
hu5t9u,hu2,DP04_0011,housing,0,profile, !!UNITS IN STRUCTURE!!Total housing units!!5 to 9 units,DP04_0011,DP04,,
mdrms,median,DP04_0037,housing,1,profile, !!ROOMS!!Total housing units!!Median rooms,DP04_0037,DP04,,
grpi35pl,ochuprnt2,DP04_0142,housing,0,profile, !!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!35.0 percent or more,DP04_0142,DP04,,
ovl30t34,mdvl,B25075_007,housing,0,,"!!Total!!$30,000 to $34,999",B25075_007,B25075,,
blt10ltr,hu3,DP04_0017,housing,0,profile, !!YEAR STRUCTURE BUILT!!Total housing units!!Built 2014 or later,DP04_0017,DP04,,
blt10ltr,hu3,DP04_0018,housing,0,profile, !!YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2013,DP04_0018,DP04,,
r750t799,mdgr,B25063_017,housing,0,,!!Total!!With cash rent!!$750 to $799,B25063_017,B25063,,
ovl50t59,mdvl,B25075_010,housing,0,,"!!Total!!$50,000 to $59,999",B25075_010,B25075,,
nmsmpntc,nan,DP04_0125,housing,0,profile, !!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed,DP04_0125,DP04,,
vacsoldno,vacsoldno,B25004_005,housing,0,,"!!Total!!Sold, not occupied",B25004_005,B25004,,
hovacu,hovacrt,B25004_005,housing,0,profile,"!!Total!!Sold, not occupied",B25004_005,B25004,,
rms2,hu4,DP04_0029,housing,0,profile, !!ROOMS!!Total housing units!!2 rooms,DP04_0029,DP04,,
blt60t69,hu3,DP04_0023,housing,0,profile, !!YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969,DP04_0023,DP04,,
r2kt2499,mdgr,B25063_023,housing,0,,"!!Total!!With cash rent!!$2,000 to $2,499",B25063_023,B25063,,
r700t749,mdgr,B25063_016,housing,0,,!!Total!!With cash rent!!$700 to $749,B25063_016,B25063,,
ovl60t69,mdvl,B25075_011,housing,0,,"!!Total!!$60,000 to $69,999",B25075_011,B25075,,
vachu,hu1,DP04_0003,housing,0,profile, !!HOUSING OCCUPANCY!!Total housing units!!Vacant housing units,DP04_0003,DP04,,
hunomrtg1,oochu3,DP04_0092,housing,0,profile, !!MORTGAGE STATUS!!Owner-occupied units!!Housing units without a mortgage,DP04_0092,DP04,,
hovacu,hovacrt,DP04_0046,housing,0,profile, !!HOUSING TENURE!!Occupied housing units!!Owner-occupied,DP04_0046,DP04,,
oochu1,ochu2,DP04_0046,housing,0,profile, !!HOUSING TENURE!!Occupied housing units!!Owner-occupied,DP04_0046,DP04,,
oochu4,avghhsooc,DP04_0046,housing,0,profile, !!HOUSING TENURE!!Occupied housing units!!Owner-occupied,DP04_0046,DP04,,
hovacu,hovacrt,B25004_004,housing,0,profile,!!Total!!For sale only,B25004_004,B25004,,
vacsale,hovacrt,B25004_004,housing,0,,!!Total!!For sale only,B25004_004,B25004,,
r500t549,mdgr,B25063_012,housing,0,,!!Total!!With cash rent!!$500 to $549,B25063_012,B25063,,
ochu1,hu1,DP04_0002,housing,0,profile, !!HOUSING OCCUPANCY!!Total housing units!!Occupied housing units,DP04_0002,DP04,,
hu1ud,hu2,DP04_0007,housing,0,profile," !!UNITS IN STRUCTURE!!Total housing units!!1-unit, detached",DP04_0007,DP04,,
nmsmpu10,hunomrtg2,DP04_0118,housing,0,profile, !!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 10.0 percent,DP04_0118,DP04,,
grpi30t34,ochuprnt2,DP04_0141,housing,0,profile, !!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!30.0 to 34.9 percent,DP04_0141,DP04,,
rntvacu,rntvacrt,B25004_003,housing,0,profile,"!!Total!!Rented, not occupied",B25004_003,B25004,,
vacrntno,vacrntno,B25004_003,housing,0,,"!!Total!!Rented, not occupied",B25004_003,B25004,,
rntvacu,rntvacrt,B25004_002,housing,0,profile,!!Total!!For rent,B25004_002,B25004,,
vacrnt,rntvacrt,B25004_002,housing,0,,!!Total!!For rent,B25004_002,B25004,,
mv10ltr,ochu3,DP04_0052,housing,0,profile, !!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2015 to 2016,DP04_0052,DP04,,
